model,task,sample_idx,metric,seq_len_tokens,seq_len_chars,token_entropy,gzip_ratio,unique_token_ratio,question_position,newline_density,score_c0,cr_c0,kv_bytes_c0,kv_bytes_fp16_c0,score_c1,cr_c1,kv_bytes_c1,kv_bytes_fp16_c1,score_c2,cr_c2,kv_bytes_c2,kv_bytes_fp16_c2,score_c3,cr_c3,kv_bytes_c3,kv_bytes_fp16_c3,score_c4,cr_c4,kv_bytes_c4,kv_bytes_fp16_c4,score_c5,cr_c5,kv_bytes_c5,kv_bytes_fp16_c5,best_quality_config,best_quality_score,best_iso_tau_0.99,best_iso_tau_0.95,best_iso_tau_0.90
phi3,gov_report,0,rouge_l,12431,53640,8.4609,0.283,0.1228,0.6293,0.0001,0.217877,1.0,804519936.0,804519936.0,0.193732,2.9287,274698240.0,804519936.0,0.205556,4.6028,174791109.7,804519936.0,0.277333,1.8316,439252704.0,804519936.0,0.227848,1.998,402653184.0,804519936.0,0.187919,1.998,402653184.0,804519936.0,C3,0.277333,C4,C4,C2
phi3,gov_report,1,rouge_l,22021,92252,9.0279,0.3043,0.1217,0.9202,0.0001,0.216524,1.0,804519936.0,804519936.0,0.212219,4.0871,196841472.0,804519936.0,0.184524,4.6094,174538087.2,804519936.0,0.181818,2.0855,385775328.0,804519936.0,0.229167,1.998,402653184.0,804519936.0,0.270096,1.998,402653184.0,804519936.0,C5,0.270096,C4,C1,C1
phi3,gov_report,2,rouge_l,9907,38930,7.9861,0.2741,0.1215,,0.0002,0.397129,1.0,804519936.0,804519936.0,0.222222,2.9287,274698240.0,804519936.0,0.234286,4.5985,174954503.6,804519936.0,0.372796,1.8316,439252704.0,804519936.0,0.280802,1.998,402653184.0,804519936.0,0.337143,1.998,402653184.0,804519936.0,C0,0.397129,C0,C0,C3
phi3,gov_report,3,rouge_l,3194,13938,8.3534,0.3637,0.2621,,0.0005,0.296029,1.0,804519936.0,804519936.0,0.214953,2.9287,274698240.0,804519936.0,0.288732,4.5993,174920705.5,804519936.0,0.286885,1.8498,434927328.0,804519936.0,0.293194,1.998,402653184.0,804519936.0,0.29703,1.998,402653184.0,804519936.0,C5,0.29703,C4,C2,C2
phi3,gov_report,4,rouge_l,16443,65941,8.8002,0.3124,0.1325,0.6288,0.0001,0.274747,1.0,804519936.0,804519936.0,0.157044,2.9287,274698240.0,804519936.0,0.260684,4.6012,174848709.9,804519936.0,0.284519,1.8316,439252704.0,804519936.0,0.19802,1.998,402653184.0,804519936.0,0.202899,1.998,402653184.0,804519936.0,C3,0.284519,C3,C3,C2
phi3,gov_report,5,rouge_l,10767,43358,8.5397,0.2968,0.1357,,0.0002,0.368,1.0,804519936.0,804519936.0,0.279503,2.9287,274698240.0,804519936.0,0.351955,4.6007,174868169.7,804519936.0,0.345745,1.8316,439252704.0,804519936.0,0.310127,1.998,402653184.0,804519936.0,0.276094,1.998,402653184.0,804519936.0,C0,0.368,C0,C2,C2
phi3,gov_report,6,rouge_l,9617,46529,8.6552,0.2849,0.1542,0.8959,0.0002,0.356828,1.0,804519936.0,804519936.0,0.161137,2.9287,274698240.0,804519936.0,0.315315,4.6048,174714254.9,804519936.0,0.334076,1.8316,439252704.0,804519936.0,0.171429,1.998,402653184.0,804519936.0,0.236504,1.998,402653184.0,804519936.0,C0,0.356828,C0,C0,C3
phi3,gov_report,7,rouge_l,7469,34367,8.4166,0.29,0.1612,,0.0002,0.264151,1.0,804519936.0,804519936.0,0.253638,2.9287,274698240.0,804519936.0,0.307692,4.609,174552948.2,804519936.0,0.295276,1.8316,439252704.0,804519936.0,0.211982,1.998,402653184.0,804519936.0,0.279379,1.998,402653184.0,804519936.0,C2,0.307692,C2,C2,C2
phi3,gov_report,8,rouge_l,3450,14349,7.895,0.3348,0.2087,,0.0005,0.365256,1.0,804519936.0,804519936.0,0.198547,2.9287,274698240.0,804519936.0,0.493392,4.5955,175067955.8,804519936.0,0.37149,1.8316,439252704.0,804519936.0,0.297767,1.998,402653184.0,804519936.0,0.262467,1.998,402653184.0,804519936.0,C2,0.493392,C2,C2,C2
phi3,gov_report,9,rouge_l,24607,102565,8.852,0.2931,0.1011,,0.0001,0.22084,1.0,804519936.0,804519936.0,0.197044,2.9287,274698240.0,804519936.0,0.20743,4.5942,175118054.4,804519936.0,0.182986,1.8316,439252704.0,804519936.0,0.163478,1.998,402653184.0,804519936.0,0.146953,1.998,402653184.0,804519936.0,C0,0.22084,C0,C0,C2
phi3,gov_report,10,rouge_l,7193,32826,8.6567,0.3445,0.2169,0.2857,0.0002,0.208589,1.0,804519936.0,804519936.0,0.202797,3.3075,243240960.0,804519936.0,0.203704,4.6099,174518453.6,804519936.0,0.210909,2.1951,366507744.0,804519936.0,0.184615,1.998,402653184.0,804519936.0,0.222222,1.998,402653184.0,804519936.0,C5,0.222222,C3,C2,C2
phi3,gov_report,11,rouge_l,4950,19201,8.1364,0.3423,0.1867,,0.0004,0.296137,1.0,804519936.0,804519936.0,0.234483,2.9287,274698240.0,804519936.0,0.276786,4.6035,174764489.6,804519936.0,0.37587,1.8316,439252704.0,804519936.0,0.251232,1.998,402653184.0,804519936.0,0.256659,1.998,402653184.0,804519936.0,C3,0.37587,C3,C3,C2
phi3,gov_report,12,rouge_l,7811,38155,8.8445,0.3184,0.2029,,0.0002,0.273171,1.0,804519936.0,804519936.0,0.174603,4.3477,185044992.0,804519936.0,0.291667,4.5933,175149633.8,804519936.0,0.2891,1.954,411727584.0,804519936.0,0.248062,1.998,402653184.0,804519936.0,0.185393,1.998,402653184.0,804519936.0,C2,0.291667,C2,C2,C2
phi3,gov_report,13,rouge_l,5634,24989,8.2752,0.3122,0.188,,0.0003,0.274038,1.0,804519936.0,804519936.0,0.16285,2.9287,274698240.0,804519936.0,0.285714,4.5984,174957050.8,804519936.0,0.321782,2.0336,395605728.0,804519936.0,0.177778,1.998,402653184.0,804519936.0,0.183844,1.998,402653184.0,804519936.0,C3,0.321782,C2,C2,C2
phi3,gov_report,14,rouge_l,6764,27046,8.7397,0.3681,0.2222,0.9979,0.0003,0.30303,1.0,804519936.0,804519936.0,0.162037,2.9287,274698240.0,804519936.0,0.235294,4.6072,174621463.5,804519936.0,0.253898,2.0057,401110752.0,804519936.0,0.187643,1.998,402653184.0,804519936.0,0.208738,1.998,402653184.0,804519936.0,C0,0.30303,C0,C0,C0
phi3,gov_report,15,rouge_l,6762,30185,8.8434,0.3677,0.249,0.993,0.0002,0.246479,1.0,804519936.0,804519936.0,0.199203,3.9226,205099008.0,804519936.0,0.23301,4.6095,174534930.5,804519936.0,0.184502,2.1904,367294176.0,804519936.0,0.19708,1.998,402653184.0,804519936.0,0.202429,1.998,402653184.0,804519936.0,C0,0.246479,C0,C0,C2
phi3,gov_report,16,rouge_l,4960,22425,8.5551,0.3415,0.2492,0.9084,0.0003,0.281915,1.0,804519936.0,804519936.0,0.28125,3.7777,212963328.0,804519936.0,0.290503,4.5993,174924050.2,804519936.0,0.285714,1.8316,439252704.0,804519936.0,0.295302,2.4891,323223552.0,804519936.0,0.267123,1.998,402653184.0,804519936.0,C4,0.295302,C2,C2,C2
phi3,gov_report,17,rouge_l,20700,95443,8.6994,0.2647,0.105,0.949,0.0001,0.317673,1.0,804519936.0,804519936.0,0.181818,2.9287,274698240.0,804519936.0,0.248175,4.6041,174740303.2,804519936.0,0.281481,1.8873,426276576.0,804519936.0,0.219718,1.998,402653184.0,804519936.0,0.186441,1.998,402653184.0,804519936.0,C0,0.317673,C0,C0,C0
phi3,gov_report,18,rouge_l,5441,22492,8.2413,0.3152,0.1823,,0.0003,0.407821,1.0,804519936.0,804519936.0,0.318937,2.9287,274698240.0,804519936.0,0.371069,4.606,174669459.2,804519936.0,0.405714,1.8316,439252704.0,804519936.0,0.297297,1.998,402653184.0,804519936.0,0.337748,1.998,402653184.0,804519936.0,C0,0.407821,C3,C3,C2
phi3,gov_report,19,rouge_l,3320,15225,8.3874,0.3663,0.2777,,0.0005,0.300781,1.0,804519936.0,804519936.0,0.175869,2.9287,274698240.0,804519936.0,0.262425,4.6071,174627459.2,804519936.0,0.325956,1.8961,424310496.0,804519936.0,0.186788,1.998,402653184.0,804519936.0,0.214452,1.998,402653184.0,804519936.0,C3,0.325956,C3,C3,C3
phi3,hotpotqa,0,qa_f1,13564,54414,9.3472,0.3765,0.2018,0.9998,0.0039,0.333333,1.0,804519936.0,804519936.0,0.333333,10.5685,76124160.0,804519936.0,0.333333,4.6368,173508173.0,804519936.0,0.333333,3.3427,240678624.0,804519936.0,0.333333,3.9422,204079104.0,804519936.0,0.333333,3.9422,204079104.0,804519936.0,C0,0.333333,C1,C1,C1
phi3,hotpotqa,1,qa_f1,18986,72455,9.295,0.3635,0.1748,0.9999,0.003,0.333333,1.0,804519936.0,804519936.0,0.333333,10.4072,77303808.0,804519936.0,0.333333,4.6266,173891149.3,804519936.0,0.333333,3.3264,241858272.0,804519936.0,0.333333,3.9195,205258752.0,804519936.0,0.333333,3.9195,205258752.0,804519936.0,C0,0.333333,C1,C1,C1
phi3,hotpotqa,2,qa_f1,13323,48472,9.3623,0.4002,0.2114,0.9998,0.0059,0.4,1.0,804519936.0,804519936.0,0.2,9.3598,85954560.0,804519936.0,0.2,4.6319,173691935.1,804519936.0,0.4,3.3482,240285408.0,804519936.0,0.2,3.761,213909504.0,804519936.0,0.4,3.9498,203685888.0,804519936.0,C0,0.4,C5,C5,C5
phi3,hotpotqa,3,qa_f1,19618,77553,9.5243,0.3832,0.1946,0.9999,0.0046,0.0,1.0,804519936.0,804519936.0,0.0,9.7617,82415616.0,804519936.0,0.0,4.6195,174155753.4,804519936.0,0.0,3.2576,246970080.0,804519936.0,0.0,3.8243,210370560.0,804519936.0,0.0,3.8243,210370560.0,804519936.0,C0,0.0,C1,C1,C1
phi3,hotpotqa,4,qa_f1,19955,80361,8.0245,0.2523,0.1286,0.9999,0.0402,0.666667,1.0,804519936.0,804519936.0,0.666667,10.6788,75337728.0,804519936.0,0.666667,4.6301,173757413.8,804519936.0,0.666667,3.3537,239892192.0,804519936.0,0.666667,3.9574,203292672.0,804519936.0,0.666667,3.9574,203292672.0,804519936.0,C0,0.666667,C1,C1,C1
phi3,hotpotqa,5,qa_f1,5724,19649,8.5988,0.4065,0.2416,0.9995,0.0062,0.666667,1.0,804519936.0,804519936.0,1.0,10.7349,74944512.0,804519936.0,0.666667,4.6337,173624658.5,804519936.0,0.666667,3.3592,239498976.0,804519936.0,0.333333,3.9651,202899456.0,804519936.0,1.0,3.9651,202899456.0,804519936.0,C1,1.0,C1,C1,C1
phi3,hotpotqa,6,qa_f1,19778,75436,9.3576,0.3785,0.1664,0.9999,0.004,0.0,1.0,804519936.0,804519936.0,0.0,10.8487,74158080.0,804519936.0,0.0,4.6309,173730131.0,804519936.0,0.0,3.3702,238712544.0,804519936.0,0.0,3.9805,202113024.0,804519936.0,0.0,3.9805,202113024.0,804519936.0,C0,0.0,C1,C1,C1
phi3,hotpotqa,7,qa_f1,16188,58965,9.4485,0.3994,0.2006,0.9998,0.005,0.0,1.0,804519936.0,804519936.0,0.0,10.6234,75730944.0,804519936.0,0.0,4.6376,173479510.6,804519936.0,0.0,3.3264,241858272.0,804519936.0,0.0,3.9498,203685888.0,804519936.0,0.0,3.9498,203685888.0,804519936.0,C0,0.0,C1,C1,C1
phi3,hotpotqa,8,qa_f1,11692,42966,9.4947,0.4149,0.2525,0.9998,0.0056,0.0,1.0,804519936.0,804519936.0,0.0,10.6234,75730944.0,804519936.0,0.0,4.6347,173587366.6,804519936.0,0.0,3.3482,240285408.0,804519936.0,0.0,3.9498,203685888.0,804519936.0,0.0,3.9498,203685888.0,804519936.0,C0,0.0,C1,C1,C1
phi3,hotpotqa,9,qa_f1,13815,47315,8.5928,0.3591,0.1527,0.9998,0.0066,0.4,1.0,804519936.0,804519936.0,0.4,10.6234,75730944.0,804519936.0,0.4,4.6217,174075186.1,804519936.0,0.4,3.3482,240285408.0,804519936.0,0.4,3.9498,203685888.0,804519936.0,0.4,3.9498,203685888.0,804519936.0,C0,0.4,C1,C1,C1
phi3,hotpotqa,10,qa_f1,18775,67481,9.1655,0.393,0.1847,0.9999,0.0047,0.0,1.0,804519936.0,804519936.0,0.0,10.7349,74944512.0,804519936.0,0.4,4.6402,173381657.0,804519936.0,0.4,3.3537,239892192.0,804519936.0,0.0,3.9651,202899456.0,804519936.0,0.0,3.9651,202899456.0,804519936.0,C2,0.4,C1,C1,C1
phi3,hotpotqa,11,qa_f1,19579,76568,9.3464,0.37,0.1813,0.9999,0.0039,0.25,1.0,804519936.0,804519936.0,0.25,10.6788,75337728.0,804519936.0,0.25,4.6227,174036317.2,804519936.0,0.25,3.3537,239892192.0,804519936.0,0.25,3.9574,203292672.0,804519936.0,0.25,3.9574,203292672.0,804519936.0,C0,0.25,C1,C1,C1
phi3,hotpotqa,12,qa_f1,4227,16166,8.9987,0.4285,0.3281,0.9994,0.0067,0.0,1.0,804519936.0,804519936.0,0.0,10.7349,74944512.0,804519936.0,0.0,4.6215,174081448.5,804519936.0,0.0,3.3427,240678624.0,804519936.0,0.0,3.9651,202899456.0,804519936.0,0.0,3.9651,202899456.0,804519936.0,C0,0.0,C1,C1,C1
phi3,hotpotqa,13,qa_f1,16031,61276,9.2292,0.3763,0.1871,0.9999,0.0043,0.266667,1.0,804519936.0,804519936.0,0.266667,9.8558,81629184.0,804519936.0,0.285714,4.6219,174067552.5,804519936.0,0.266667,3.268,246183648.0,804519936.0,0.266667,3.8386,209584128.0,804519936.0,0.0,3.8459,209190912.0,804519936.0,C2,0.285714,C1,C1,C1
phi3,hotpotqa,14,qa_f1,16242,48910,9.1788,0.4153,0.1963,0.9998,0.0082,0.0,1.0,804519936.0,804519936.0,0.0,10.5685,76124160.0,804519936.0,0.0,4.6254,173935540.9,804519936.0,0.0,3.3427,240678624.0,804519936.0,0.0,3.9422,204079104.0,804519936.0,0.0,3.9422,204079104.0,804519936.0,C0,0.0,C1,C1,C1
phi3,hotpotqa,15,qa_f1,17465,62696,9.2358,0.3783,0.1738,0.9999,0.0062,0.0,1.0,804519936.0,804519936.0,0.0,10.7915,74551296.0,804519936.0,0.0,4.6184,174199032.8,804519936.0,0.0,3.3647,239105760.0,804519936.0,0.0,3.9728,202506240.0,804519936.0,0.0,3.9728,202506240.0,804519936.0,C0,0.0,C1,C1,C1
phi3,hotpotqa,16,qa_f1,13054,44633,8.8228,0.3814,0.1789,0.9998,0.0071,0.0,1.0,804519936.0,804519936.0,0.0,10.3546,77697024.0,804519936.0,0.0,4.6272,173865719.2,804519936.0,0.0,3.321,242251488.0,804519936.0,0.0,3.912,205651968.0,804519936.0,0.0,3.9574,203292672.0,804519936.0,C0,0.0,C1,C1,C1
phi3,hotpotqa,17,qa_f1,18658,72591,9.6424,0.3882,0.2057,0.9999,0.0034,0.0,1.0,804519936.0,804519936.0,0.0,10.0494,80056320.0,804519936.0,0.0,4.6282,173831577.0,804519936.0,0.0,3.3373,241071840.0,804519936.0,0.0,3.8971,206438400.0,804519936.0,0.0,3.8971,206438400.0,804519936.0,C0,0.0,C1,C1,C1
phi3,hotpotqa,18,qa_f1,18915,69660,9.1353,0.3726,0.1578,0.9999,0.0033,0.5,1.0,804519936.0,804519936.0,0.0,10.8487,74158080.0,804519936.0,0.5,4.6344,173596686.5,804519936.0,0.5,3.3537,239892192.0,804519936.0,0.5,3.9574,203292672.0,804519936.0,0.5,3.9574,203292672.0,804519936.0,C0,0.5,C2,C2,C2
phi3,hotpotqa,19,qa_f1,17313,69032,9.3504,0.3848,0.1983,0.9999,0.004,0.666667,1.0,804519936.0,804519936.0,0.666667,10.7349,74944512.0,804519936.0,0.666667,4.6244,173972983.7,804519936.0,0.666667,3.3592,239498976.0,804519936.0,0.666667,3.9651,202899456.0,804519936.0,0.666667,3.9651,202899456.0,804519936.0,C0,0.666667,C1,C1,C1
phi3,multi_news,0,rouge_l,3200,12628,8.3113,0.3998,0.3081,0.8747,0.001,0.204918,1.0,804519936.0,804519936.0,0.187755,2.9287,274698240.0,804519936.0,0.244604,4.6099,174518634.4,804519936.0,0.186047,1.8316,439252704.0,804519936.0,0.132231,1.998,402653184.0,804519936.0,0.169811,1.998,402653184.0,804519936.0,C2,0.244604,C2,C2,C2
phi3,multi_news,1,rouge_l,3522,13328,8.1746,0.3761,0.2641,0.69,0.0011,0.244514,1.0,804519936.0,804519936.0,0.199313,2.9287,274698240.0,804519936.0,0.218978,4.6169,174255680.4,804519936.0,0.286765,2.2631,355497696.0,804519936.0,0.200772,2.5575,314572800.0,804519936.0,0.211679,1.998,402653184.0,804519936.0,C3,0.286765,C3,C3,C3
phi3,multi_news,2,rouge_l,1013,3710,7.6225,0.4417,0.388,,0.003,0.388235,1.0,586285056.0,586285056.0,0.27907,2.1873,274698240.0,600834048.0,0.40118,4.5908,129591672.6,594935808.0,0.3769,1.9445,297870464.0,579207168.0,0.291391,1.5538,357826560.0,556007424.0,0.287625,1.584,339345408.0,537526272.0,C2,0.40118,C2,C2,C2
phi3,multi_news,3,rouge_l,4918,18731,7.4752,0.3172,0.2025,0.9764,0.0006,0.15534,1.0,804519936.0,804519936.0,0.175732,2.9287,274698240.0,804519936.0,0.188925,4.6118,174449993.0,804519936.0,0.191419,1.8316,439252704.0,804519936.0,0.220408,1.998,402653184.0,804519936.0,0.197309,1.998,402653184.0,804519936.0,C4,0.220408,C2,C2,C2
phi3,multi_news,4,rouge_l,3593,13401,8.5164,0.428,0.3103,0.6453,0.001,0.193029,1.0,804519936.0,804519936.0,0.171598,3.6693,219254784.0,804519936.0,0.181319,4.6216,174077125.3,804519936.0,0.193732,2.0418,394032864.0,804519936.0,0.21118,1.998,402653184.0,804519936.0,0.170347,1.998,402653184.0,804519936.0,C4,0.21118,C3,C3,C2
phi3,multi_news,5,rouge_l,4637,18395,8.6592,0.4005,0.2838,0.8686,0.0009,0.181818,1.0,804519936.0,804519936.0,0.180758,3.9377,204312576.0,804519936.0,0.182353,4.6143,174352575.7,804519936.0,0.19337,2.1178,379877088.0,804519936.0,0.188235,1.998,402653184.0,804519936.0,0.180124,1.998,402653184.0,804519936.0,C3,0.19337,C2,C2,C2
phi3,multi_news,6,rouge_l,1502,5610,8.0866,0.4419,0.3755,0.7381,0.002,0.209366,1.0,784072704.0,784072704.0,0.146479,2.9898,260542464.0,778960896.0,0.186047,4.62,155413577.1,718012416.0,0.222222,2.1318,368174016.0,784859136.0,0.179272,1.9697,402653184.0,793116672.0,0.135484,2.1493,339738624.0,730202112.0,C3,0.222222,C3,C3,C3
phi3,multi_news,7,rouge_l,4511,18745,8.5106,0.3706,0.2687,0.8836,0.0006,0.224066,1.0,804519936.0,804519936.0,0.206897,2.9287,274698240.0,804519936.0,0.228814,4.6109,174482630.5,804519936.0,0.225352,2.5995,309491424.0,804519936.0,0.225225,1.998,402653184.0,804519936.0,0.200873,1.998,402653184.0,804519936.0,C2,0.228814,C2,C2,C2
phi3,multi_news,8,rouge_l,2676,10063,7.8708,0.3696,0.253,,0.0013,0.347059,1.0,804519936.0,804519936.0,0.221374,2.9287,274698240.0,804519936.0,0.338658,4.6025,174801795.6,804519936.0,0.305085,2.0791,386954976.0,804519936.0,0.283401,1.998,402653184.0,804519936.0,0.271605,1.998,402653184.0,804519936.0,C0,0.347059,C0,C2,C2
